,title,authors,average_rating,title_lower,categories,description,thumbnail,published_year,combined_features
1808,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,the key to midnight,Fiction,"Millionaire investigator Alex Hunter meets exciting, desirable Joanna Rand while on a mission in Japan but finds that she is a Senator's daughter who disappeared 10 years ago and now has a new identity. By a #1 best-selling author. Reissue.",http://books.google.com/books/content?id=LUeL6EHN7wgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995.0,"the key to midnight,Dean Koontz/Leigh Nichols,Fiction,Millionaire investigator Alex Hunter meets exciting, desirable Joanna Rand while on a mission in Japan but finds that she is a Senator's daughter who disappeared 10 years ago and now has a new identity. By a #1 best-selling author. Reissue."
1809,The Face,Dean Koontz,3.71,the face,Fiction,"When a Hollywood star becomes the target of a twisted killer, ex-cop Ethan Truman confronts the secrets of his tragic past and premonitions of his own impending violent death as he struggles to solve the macabre riddles of a killer.",http://books.google.com/books/content?id=h5nm4yFO8S4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,"the face,Dean Koontz,Fiction,When a Hollywood star becomes the target of a twisted killer, ex-cop Ethan Truman confronts the secrets of his tragic past and premonitions of his own impending violent death as he struggles to solve the macabre riddles of a killer."
1810,Shattered,Dean Koontz,3.9,shattered,Fiction,"As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney.",http://books.google.com/books/content?id=2RoXIvtZOpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985.0,"shattered,Dean Koontz,Fiction,As Alex and Colin speed toward their new home in San Francisco where Courtney awaits them, they are pursued by a madman who is also eager to see Courtney."
1811,Intensity,Dean Koontz,4.04,intensity,Fiction,"The sole survivor of a homicidal sociopath's latest killing spree, Chyna Shepherd unwittingly discovers the identity of the murderer's intended next victim and confronts her own troubled past and overwhelming fear to protect herself and the life of a complete stranger from the ultimate evil. Reissue.",http://books.google.com/books/content?id=9X7qX1lHizMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000.0,"intensity,Dean Koontz,Fiction,The sole survivor of a homicidal sociopath's latest killing spree, Chyna Shepherd unwittingly discovers the identity of the murderer's intended next victim and confronts her own troubled past and overwhelming fear to protect herself and the life of a complete stranger from the ultimate evil. Reissue."
1812,The Pelican Brief,John Grisham,4.0,the pelican brief,Fiction,"When the Supreme Court's most liberal and most conservative justices are gunned down, law student Darby Shaw builds a case against a powerful suspect, whose threats send her underground. Reprint. 35,000 first printing.",http://books.google.com/books/content?id=pNyk1XwS9rwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,"the pelican brief,John Grisham,Fiction,When the Supreme Court's most liberal and most conservative justices are gunned down, law student Darby Shaw builds a case against a powerful suspect, whose threats send her underground. Reprint. 35,000 first printing."
1813,The Art of Shakespeare's Sonnets,Helen Vendler,4.3,the art of shakespeare's sonnets,Literary Criticism,"Analyzes all of Shakespeare's sonnets in terms of their poetic structure, semantics, and use of sounds and images",http://books.google.com/books/content?id=mw3bBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1999.0,"the art of shakespeare's sonnets,Helen Vendler,Literary Criticism,Analyzes all of Shakespeare's sonnets in terms of their poetic structure, semantics, and use of sounds and images"
1814,On Becoming a Novelist,John Gardner/Raymond Carver,4.11,on becoming a novelist,Language Arts & Disciplines,"An indispensable reference for anyone who hopes to become a novelist, written with intelligence and humor by a twenty-five-year veteran of the field, includies everything from tips on writer's workshop to information about agents. Reprint.",http://books.google.com/books/content?id=Go68KoaKclMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999.0,"on becoming a novelist,John Gardner/Raymond Carver,Language Arts & Disciplines,An indispensable reference for anyone who hopes to become a novelist, written with intelligence and humor by a twenty-five-year veteran of the field, includies everything from tips on writer's workshop to information about agents. Reprint."
1815,October Light,John Gardner/Tom Bissell,3.88,october light,Fiction,"Living in her older brother's Vermont farmhouse, penniless widow Sally Abbot finds their clashing values escalating to the point that her brother banishes her to her room with a mainstream novel she has been reading, a book that becomes reflective of their turbulent family history. Winner of the National Book Critics Circle Award. Reprint.",http://books.google.com/books/content?id=wSDZU4cx-PMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005.0,"october light,John Gardner/Tom Bissell,Fiction,Living in her older brother's Vermont farmhouse, penniless widow Sally Abbot finds their clashing values escalating to the point that her brother banishes her to her room with a mainstream novel she has been reading, a book that becomes reflective of their turbulent family history. Winner of the National Book Critics Circle Award. Reprint."
1816,Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,mysteries,Fiction,The eccentric behavior of a stranger brings excitement to a quiet Norwegian town.,http://books.google.com/books/content?id=MRoMUV2kLZEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"mysteries,Knut Hamsun/Sverre Lyngstad,Fiction,The eccentric behavior of a stranger brings excitement to a quiet Norwegian town."
1817,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,the wanderer,English fiction,"It has always been a pleasure to me to watch the flowers and insects in their struggle to keep alive. When the sun was hot they would come to life again, and give themselves up for an hour or so to the old delight; the big, strong flies were just as much alive as in midsummer. There was a peculiar sort of earth-bug here that I had not seen before--little yellow things, no bigger than a small-type comma, yet they could jump several thousand times their own length. Think of the strength of such a body in proportion to its size! There is a tiny spider here with its hinder part like a pale yellow pearl.",http://books.google.com/books/content?id=RU1_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001.0,"the wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,English fiction,It has always been a pleasure to me to watch the flowers and insects in their struggle to keep alive. When the sun was hot they would come to life again, and give themselves up for an hour or so to the old delight; the big, strong flies were just as much alive as in midsummer. There was a peculiar sort of earth-bug here that I had not seen before--little yellow things, no bigger than a small-type comma, yet they could jump several thousand times their own length. Think of the strength of such a body in proportion to its size! There is a tiny spider here with its hinder part like a pale yellow pearl."
1818,Pan,Knut Hamsun/Sverre Lyngstad,3.9,pan,Fiction,"Hamsun’s portrait of a man rejecting the claims of bourgeois society for a Rousseauian embrace of Nature and Eros, in a remarkable new translation.",http://books.google.com/books/content?id=A9AbsHDFI8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998.0,"pan,Knut Hamsun/Sverre Lyngstad,Fiction,Hamsun’s portrait of a man rejecting the claims of bourgeois society for a Rousseauian embrace of Nature and Eros, in a remarkable new translation."
